"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Route / station infrastructure","Town Expansion R1","RRCH-ARCHITECT:PUBLIC-ENTRY","Rrch Architect Public Entry","custom","complete","-140, 71, -309","/tp @s -140 71 -309","derived bounds center","true","bounds","x[-140] y[70…71] z[-309]","","wft_62dcb867d1ffdaa04eb32624"
"Route / station infrastructure","Town Expansion R1","RRCH-ARCHITECT:REMOTE-STAIR","Rrch Architect Remote Stair","custom","complete","-143, 73, -287","/tp @s -143 73 -287","derived bounds center","true","bounds","x[-144…-142] y[69…77] z[-291…-284]","","wft_8dd4a56dea0ff0e822844ded"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:FURNISHINGS","Rrch Mason Furnishings","custom","complete","-114, 72, -185","/tp @s -114 72 -185","derived bounds center","true","bounds","x[-128…-100] y[66…78] z[-190…-181]","","wft_9f8aa3a13d4aa47444756e10"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:GARAGE","Rrch Mason Garage","custom","complete","-120, 68, -197","/tp @s -120 68 -197","derived bounds center","true","bounds","x[-129…-112] y[64…71] z[-203…-191]","","wft_61628888498769e55db1fd67"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:GARAGE-TURNING","Rrch Mason Garage Turning","custom","complete","-120, 64, -209","/tp @s -120 64 -209","derived bounds center","true","bounds","x[-132…-108] y[64] z[-214…-204]","","wft_ba1c0b3ac2e2e62ea2077ec8"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:HOUSE:1","Rrch Mason House 1","custom","complete","-112, 73, -183","/tp @s -112 73 -183","derived bounds center","true","bounds","x[-129…-95] y[64…81] z[-191…-175]","","wft_1d7ca701fc103a412510bd16"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:MAIN-STAIR","Rrch Mason Main Stair","custom","complete","-119, 68, -186","/tp @s -119 68 -186","derived bounds center","true","bounds","x[-120…-118] y[64…72] z[-190…-183]","","wft_6ef17453124abbc690e13cab"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:PATIO","Rrch Mason Patio","custom","complete","-119, 65, -171","/tp @s -119 65 -171","derived bounds center","true","bounds","x[-129…-110] y[64…66] z[-174…-169]","","wft_0b7a06b5c76a21052c4b2011"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:PRIVATE-SUITE","Rrch Mason Private Suite","custom","complete","-105, 75, -178","/tp @s -105 75 -178","derived bounds center","true","bounds","x[-111…-99] y[74…75] z[-180…-177]","","wft_3278b52cb1a8501b06586bd0"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:PUBLIC-ENTRY","Rrch Mason Public Entry","custom","complete","-95, 66, -186","/tp @s -95 66 -186","derived bounds center","true","bounds","x[-95] y[65…66] z[-186]","","wft_e5eee32c5cf9f975e421e817"
"Route / station infrastructure","Town Expansion R1","RRCH-MASON:REMOTE-STAIR","Rrch Mason Remote Stair","custom","complete","-127, 68, -178","/tp @s -127 68 -178","derived bounds center","true","bounds","x[-128…-126] y[64…72] z[-182…-175]","","wft_d52441abc788b0ad07e16738"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:FURNISHINGS","Rrch Scout Furnishings","custom","complete","-69, 72, -246","/tp @s -69 72 -246","derived bounds center","true","bounds","x[-80…-59] y[66…78] z[-257…-236]","","wft_4a4470e848e7c6d0223f0bad"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:GARAGE","Rrch Scout Garage","custom","complete","-72, 68, -239","/tp @s -72 68 -239","derived bounds center","true","bounds","x[-81…-64] y[64…71] z[-245…-233]","","wft_877d469ba4e79d1cb3e7af26"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:GARAGE-TURNING","Rrch Scout Garage Turning","custom","complete","-72, 64, -227","/tp @s -72 64 -227","derived bounds center","true","bounds","x[-84…-60] y[64] z[-232…-222]","","wft_fd64e32be736900fd58c9ac0"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:HOUSE:1","Rrch Scout House 1","custom","complete","-69, 73, -251","/tp @s -69 73 -251","derived bounds center","true","bounds","x[-81…-58] y[64…81] z[-258…-245]","","wft_9905cdfe223af2f6e795e247"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:HOUSE:2","Rrch Scout House 2","custom","complete","-60, 73, -239","/tp @s -60 73 -239","derived bounds center","true","bounds","x[-63…-58] y[64…81] z[-245…-233]","","wft_966b1b65f56956707bbf87fe"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:MAIN-STAIR","Rrch Scout Main Stair","custom","complete","-71, 68, -253","/tp @s -71 68 -253","derived bounds center","true","bounds","x[-72…-70] y[64…72] z[-257…-250]","","wft_69dad4e836a0dc189940554a"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:PATIO","Rrch Scout Patio","custom","complete","-70, 66, -264","/tp @s -70 66 -264","derived bounds center","true","bounds","x[-82…-58] y[65…67] z[-269…-260]","","wft_9b1e8c6de0268f4eac71f737"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:PRIVATE-SUITE","Rrch Scout Private Suite","custom","complete","-67, 75, -239","/tp @s -67 75 -239","derived bounds center","true","bounds","x[-69…-65] y[74…75] z[-243…-235]","","wft_493615824c55a3fa2fa7fa58"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:PUBLIC-ENTRY","Rrch Scout Public Entry","custom","complete","-81, 66, -251","/tp @s -81 66 -251","derived bounds center","true","bounds","x[-81] y[65…66] z[-251]","","wft_3cb578e10a4fcb2ec347b6df"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT:REMOTE-STAIR","Rrch Scout Remote Stair","custom","complete","-62, 68, -248","/tp @s -62 68 -248","derived bounds center","true","bounds","x[-63…-61] y[64…72] z[-252…-245]","","wft_d88deb69e033f20262a6521a"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:FURNISHINGS","Rrch Steward Furnishings","custom","complete","-68, 77, -302","/tp @s -68 77 -302","derived bounds center","true","bounds","x[-78…-59] y[71…83] z[-308…-296]","","wft_d73d9a1ee1db5e84861a2946"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:GARAGE","Rrch Steward Garage","custom","complete","-85, 73, -296","/tp @s -85 73 -296","derived bounds center","true","bounds","x[-91…-79] y[69…76] z[-309…-284]","","wft_0d3909f937aef08f8dddb853"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:GARAGE-TURNING","Rrch Steward Garage Turning","custom","complete","-98, 75, -296","/tp @s -98 75 -296","derived bounds center","true","bounds","x[-105…-92] y[64…85] z[-310…-282]","","wft_e3c9989efbdd30e906ec90d9"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:HOUSE:1","Rrch Steward House 1","custom","complete","-68, 78, -296","/tp @s -68 78 -296","derived bounds center","true","bounds","x[-79…-58] y[69…86] z[-309…-283]","","wft_24abf3601a9c13d959c98039"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:MAIN-STAIR","Rrch Steward Main Stair","custom","complete","-77, 73, -304","/tp @s -77 73 -304","derived bounds center","true","bounds","x[-78…-76] y[69…77] z[-308…-301]","","wft_8d30384d52f4d832345d0e8e"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:PATIO","Rrch Steward Patio","custom","complete","-68, 70, -279","/tp @s -68 70 -279","derived bounds center","true","bounds","x[-78…-59] y[69…71] z[-282…-277]","","wft_5139cb76ca3e420dc15542d9"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:PRIVATE-SUITE","Rrch Steward Private Suite","custom","complete","-63, 80, -291","/tp @s -63 80 -291","derived bounds center","true","bounds","x[-67…-60] y[79…80] z[-296…-286]","","wft_c3d6ee32f8755dfa5cd24b54"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:PUBLIC-ENTRY","Rrch Steward Public Entry","custom","complete","-75, 71, -309","/tp @s -75 71 -309","derived bounds center","true","bounds","x[-75] y[70…71] z[-309]","","wft_994defb806c8354660ccdc0f"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD:REMOTE-STAIR","Rrch Steward Remote Stair","custom","complete","-62, 73, -287","/tp @s -62 73 -287","derived bounds center","true","bounds","x[-63…-61] y[69…77] z[-291…-284]","","wft_5383716f91ce185947af0be9"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:FURNISHINGS","Rrch Surveyor Furnishings","custom","complete","-112, 72, -249","/tp @s -112 72 -249","derived bounds center","true","bounds","x[-128…-96] y[66…78] z[-257…-242]","","wft_a139dc3199fdb88d41a2a3f0"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:GARAGE","Rrch Surveyor Garage","custom","complete","-120, 68, -239","/tp @s -120 68 -239","derived bounds center","true","bounds","x[-129…-112] y[64…71] z[-245…-233]","","wft_d098cec9d54aba8394b91793"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:GARAGE-TURNING","Rrch Surveyor Garage Turning","custom","complete","-120, 66, -227","/tp @s -120 66 -227","derived bounds center","true","bounds","x[-132…-108] y[64…68] z[-232…-222]","","wft_acd5156acde91581327134ab"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:HOUSE:1","Rrch Surveyor House 1","custom","complete","-112, 73, -251","/tp @s -112 73 -251","derived bounds center","true","bounds","x[-129…-95] y[64…82] z[-258…-245]","","wft_0d1d4fd7c4deb47bf5759bfe"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:HOUSE:2","Rrch Surveyor House 2","custom","complete","-103, 73, -239","/tp @s -103 73 -239","derived bounds center","true","bounds","x[-111…-95] y[64…81] z[-245…-233]","","wft_9b7bff522bd90ad692d7e8fe"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:MAIN-STAIR","Rrch Surveyor Main Stair","custom","complete","-105, 68, -253","/tp @s -105 68 -253","derived bounds center","true","bounds","x[-106…-104] y[64…72] z[-257…-250]","","wft_5e236f248dfdb3b17e1d4f1a"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:PATIO","Rrch Surveyor Patio","custom","complete","-112, 66, -264","/tp @s -112 66 -264","derived bounds center","true","bounds","x[-130…-95] y[65…67] z[-269…-260]","","wft_bc8473e53080debf5e015ffa"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:PRIVATE-SUITE","Rrch Surveyor Private Suite","custom","complete","-109, 75, -239","/tp @s -109 75 -239","derived bounds center","true","bounds","x[-114…-105] y[74…75] z[-243…-236]","","wft_ddf90869aa112d4fdb6d82e3"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:PUBLIC-ENTRY","Rrch Surveyor Public Entry","custom","complete","-95, 66, -251","/tp @s -95 66 -251","derived bounds center","true","bounds","x[-95] y[65…66] z[-251]","","wft_62b0e1900f3b8e375c407180"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR:REMOTE-STAIR","Rrch Surveyor Remote Stair","custom","complete","-128, 68, -248","/tp @s -128 68 -248","derived bounds center","true","bounds","x[-129…-127] y[64…72] z[-252…-245]","","wft_1850eef873b2b55bdc898f40"
"Route / station infrastructure","Town Expansion R1","RRCH-MV-EAST-CONNECTOR","RRCH-MV-EAST-CONNECTOR","road","complete","-52, ~, -262","/tp @s -52 ~ -262","derived bounds center","true","bounds","x[-55…-49] y[45…100] z[-310…-215]","","wft_53610885d46690a0571a82d2"
"Route / station infrastructure","Town Expansion R1","RRCH-MV-R07-WEST","RRCH-MV-R07-WEST","road","complete","-108, ~, -218","/tp @s -108 ~ -218","derived bounds center","true","bounds","x[-132…-84] y[45…100] z[-221…-215]","","wft_3960715e2c148bad8505195a"
"Route / station infrastructure","Town Expansion R1","RRCH-MV-UPPER-STREET","RRCH-MV-UPPER-STREET","road","complete","-97, ~, -314","/tp @s -97 ~ -314","derived bounds center","true","bounds","x[-145…-49] y[45…100] z[-317…-311]","","wft_3c1b0026304485628d8d22c1"
"Route / station infrastructure","Town Expansion R1","RRCH-SCOUT","Scott House mini-mansion","building","complete","-69, 76, -245","/tp @s -69 76 -245","derived bounds center","true","bounds","x[-81…-58] y[64…88] z[-258…-233]","","wft_db7d62a8ba73545ce532b997"
"Route / station infrastructure","Town Expansion R1","SCO-GARAGE-4","Scott House mini-mansion attached automotive garage","parking","complete","-72, 68, -239","/tp @s -72 68 -239","derived bounds center","true","bounds","x[-81…-64] y[64…71] z[-245…-233]","Scott House mini-mansion","wft_be7e9cc76acac3ab8174035d"
"Route / station infrastructure","Town Expansion R1","MAS-G-ENTRY","side entry and cloak","room","complete","-125, 68, -186","/tp @s -125 68 -186","derived bounds center","true","bounds","x[-128…-122] y[65…70] z[-190…-183]","Mason House mini-mansion","wft_0eb3cc4bb790362f568ac622"
"Route / station infrastructure","Town Expansion R1","RRCH-STEWARD","Steward House mini-mansion","building","complete","-74, 81, -296","/tp @s -74 81 -296","derived bounds center","true","bounds","x[-91…-58] y[69…92] z[-309…-283]","","wft_f210d57904ab63b662355a9d"
"Route / station infrastructure","Town Expansion R1","STW-GARAGE-6","Steward House mini-mansion attached automotive garage","parking","complete","-85, 73, -296","/tp @s -85 73 -296","derived bounds center","true","bounds","x[-91…-79] y[69…76] z[-309…-284]","Steward House mini-mansion","wft_f3ed235723e60a1ba403f68d"
"Route / station infrastructure","Town Expansion R1","STW-G-OFFICE","steward office and records counter","room","complete","-68, 73, -303","/tp @s -68 73 -303","derived bounds center","true","bounds","x[-71…-65] y[70…75] z[-308…-299]","Steward House mini-mansion","wft_bc83b3d8245a328e1b705590"
"Route / station infrastructure","Town Expansion R1","SUR-G-MAP-STUDIO","survey map room and plotting tables","room","complete","-123, 68, -252","/tp @s -123 68 -252","derived bounds center","true","bounds","x[-128…-119] y[65…70] z[-257…-247]","Surveyor House mini-mansion","wft_30e78cd8fff9fc0f4a985d14"
"Route / station infrastructure","Town Expansion R1","RRCH-SURVEYOR","Surveyor House mini-mansion","building","complete","-112, 76, -245","/tp @s -112 76 -245","derived bounds center","true","bounds","x[-129…-95] y[64…88] z[-258…-233]","","wft_d92515fc48429e9ce797c646"
"Route / station infrastructure","Town Expansion R1","SUR-GARAGE-4","Surveyor House mini-mansion attached automotive garage","parking","complete","-120, 68, -239","/tp @s -120 68 -239","derived bounds center","true","bounds","x[-129…-112] y[64…71] z[-245…-233]","Surveyor House mini-mansion","wft_41ddacef3f413a7a661e0158"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C02","Te Attached Garage C02","custom","complete","-73, 70, 28","/tp @s -73 70 28","derived bounds center","true","bounds","x[-79…-68] y[64…75] z[6…50]","","wft_b83db3be2ffd4c257c00d8ab"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C03","Te Attached Garage C03","custom","complete","74, 74, 45","/tp @s 74 74 45","derived bounds center","true","bounds","x[68…79] y[64…84] z[39…51]","","wft_ac3d6eeba7213b59a857a72e"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C04","Te Attached Garage C04","custom","complete","-73, 67, -55","/tp @s -73 67 -55","derived bounds center","true","bounds","x[-79…-68] y[64…70] z[-61…-50]","","wft_58acaa631186964186655ebf"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C05","Te Attached Garage C05","custom","complete","74, 75, -55","/tp @s 74 75 -55","derived bounds center","true","bounds","x[68…79] y[64…85] z[-61…-50]","","wft_07e0f44dc0759eb56b7300ca"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C06","Te Attached Garage C06","custom","complete","-73, 67, -190","/tp @s -73 67 -190","derived bounds center","true","bounds","x[-79…-68] y[64…70] z[-202…-179]","","wft_1d0e02a4e44607683274ea37"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-C07","Te Attached Garage C07","custom","complete","73, 67, -153","/tp @s 73 67 -153","derived bounds center","true","bounds","x[68…78] y[64…70] z[-161…-145]","","wft_74fd915fd7fad504c787681f"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H01","Te Attached Garage H01","custom","complete","-50, 68, 54","/tp @s -50 68 54","derived bounds center","true","bounds","x[-55…-46] y[64…72] z[42…66]","","wft_6ae725cf50b043ccd88a4b60"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H02","Te Attached Garage H02","custom","complete","-48, 68, 5","/tp @s -48 68 5","derived bounds center","true","bounds","x[-55…-41] y[64…72] z[0…10]","","wft_777e0ef11be3ea9818fe8a45"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H03","Te Attached Garage H03","custom","complete","-50, 68, -45","/tp @s -50 68 -45","derived bounds center","true","bounds","x[-55…-46] y[64…72] z[-53…-37]","","wft_4c1acbf819ccf3b46b379d62"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H04","Te Attached Garage H04","custom","complete","-49, 68, -96","/tp @s -49 68 -96","derived bounds center","true","bounds","x[-55…-43] y[64…72] z[-101…-91]","","wft_d0c95a926e44b435b31f82bd"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H05","Te Attached Garage H05","custom","complete","-50, 68, -149","/tp @s -50 68 -149","derived bounds center","true","bounds","x[-55…-46] y[64…72] z[-154…-144]","","wft_045aeea08ac69bd7c1d4ddd5"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H06","Te Attached Garage H06","custom","complete","-51, 68, -197","/tp @s -51 68 -197","derived bounds center","true","bounds","x[-56…-47] y[64…72] z[-202…-192]","","wft_984b810c8cae09f89ddc4e62"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H07","Te Attached Garage H07","custom","complete","36, 75, 32","/tp @s 36 75 32","derived bounds center","true","bounds","x[20…52] y[69…80] z[21…42]","","wft_f302d426172ab996466e1970"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H08","Te Attached Garage H08","custom","complete","51, 72, 5","/tp @s 51 72 5","derived bounds center","true","bounds","x[43…59] y[64…79] z[-3…13]","","wft_d73463d3a58e88ae308e291a"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H09","Te Attached Garage H09","custom","complete","52, 74, -49","/tp @s 52 74 -49","derived bounds center","true","bounds","x[45…59] y[64…84] z[-57…-41]","","wft_a8945ff4fef4681b4a9decdd"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H10","Te Attached Garage H10","custom","complete","50, 68, -98","/tp @s 50 68 -98","derived bounds center","true","bounds","x[45…54] y[64…72] z[-106…-90]","","wft_311f51ea521d90aefd020daf"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H11","Te Attached Garage H11","custom","complete","46, 68, -146","/tp @s 46 68 -146","derived bounds center","true","bounds","x[38…54] y[64…71] z[-151…-141]","","wft_228d31dcd7a0ebf4b5767ee9"
"Route / station infrastructure","Town Expansion R1","TE-ATTACHED-GARAGE-H12","Te Attached Garage H12","custom","complete","48, 68, -193","/tp @s 48 68 -193","derived bounds center","true","bounds","x[42…53] y[64…71] z[-199…-188]","","wft_28a0cae2816d7fd075e8b7af"
"Route / station infrastructure","Town Expansion R1","TE-COURT-01","Te Court 01","custom","complete","-85, 71, -361","/tp @s -85 71 -361","derived bounds center","true","bounds","x[-104…-66] y[67…74] z[-365…-357]","","wft_0d6849b68fd4a8053853e4be"
"Route / station infrastructure","Town Expansion R1","TE-IA-200-SEAT-AUDITORIUM","Te Ia 200 Seat Auditorium","custom","complete","817, 80, -495","/tp @s 817 80 -495","derived bounds center","true","bounds","x[804…830] y[72…88] z[-514…-477]","","wft_55ee83cd3505d67974c44f56"
"Route / station infrastructure","Town Expansion R1","TE-IA-200-SEAT-CINEMA","Te Ia 200 Seat Cinema","custom","complete","844, 80, -495","/tp @s 844 80 -495","derived bounds center","true","bounds","x[831…857] y[72…88] z[-514…-477]","","wft_890b137ee654108a696f9c10"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM01","Te Ia Data Dm01","custom","complete","742, ~, -682","/tp @s 742 ~ -682","derived bounds center","true","bounds","x[720…764] y[59…93] z[-701…-663]","","wft_527fd6a04ea8aa62633901c9"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM03","Te Ia Data Dm03","custom","complete","742, 80, -639","/tp @s 742 80 -639","derived bounds center","true","bounds","x[720…764] y[68…92] z[-658…-620]","","wft_be440cd4d36395be29199a40"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM04","Te Ia Data Dm04","custom","complete","789, 81, -639","/tp @s 789 81 -639","derived bounds center","true","bounds","x[767…811] y[69…93] z[-658…-620]","","wft_556f6f363f2e4a00289c71c7"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM05","Te Ia Data Dm05","custom","complete","836, 79, -682","/tp @s 836 79 -682","derived bounds center","true","bounds","x[814…858] y[64…93] z[-701…-663]","","wft_647bfe5995966f8277375eba"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM06","Te Ia Data Dm06","custom","complete","695, 79, -682","/tp @s 695 79 -682","derived bounds center","true","bounds","x[673…717] y[66…91] z[-701…-663]","","wft_c58fccbc08a5999e7491b344"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM07","Te Ia Data Dm07","custom","complete","836, 77, -639","/tp @s 836 77 -639","derived bounds center","true","bounds","x[814…858] y[64…89] z[-658…-620]","","wft_244b5827e3bc1e5a4e2841c7"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM09","Te Ia Data Dm09","custom","complete","601, 76, -510","/tp @s 601 76 -510","derived bounds center","true","bounds","x[579…623] y[62…89] z[-529…-491]","","wft_bb6b6faca993ead54539d9a0"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM10","Te Ia Data Dm10","custom","complete","772, 80, -525","/tp @s 772 80 -525","derived bounds center","true","bounds","x[743…800] y[65…94] z[-550…-500]","","wft_86d03ee3e556777dde95ec77"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM11","Te Ia Data Dm11","custom","complete","648, 72, -510","/tp @s 648 72 -510","derived bounds center","true","bounds","x[626…670] y[57…87] z[-529…-491]","","wft_30ae094d5929d67a9b52c20a"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM12","Te Ia Data Dm12","custom","complete","695, 78, -510","/tp @s 695 78 -510","derived bounds center","true","bounds","x[673…717] y[64…92] z[-529…-491]","","wft_7fbc607255b08dcca2e4f6a2"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM13","Te Ia Data Dm13","custom","complete","977, 76, -553","/tp @s 977 76 -553","derived bounds center","true","bounds","x[955…999] y[63…88] z[-572…-534]","","wft_c7ca1f58ad48af291cf66d8f"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM15","Te Ia Data Dm15","custom","complete","930, 77, -424","/tp @s 930 77 -424","derived bounds center","true","bounds","x[908…952] y[62…92] z[-443…-405]","","wft_4857a4465f2d693454198635"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM16","Te Ia Data Dm16","custom","complete","977, 80, -424","/tp @s 977 80 -424","derived bounds center","true","bounds","x[955…999] y[67…93] z[-443…-405]","","wft_24966ee8c2bede78ed21488c"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM17","Te Ia Data Dm17","custom","complete","883, 80, -381","/tp @s 883 80 -381","derived bounds center","true","bounds","x[861…905] y[68…92] z[-400…-362]","","wft_1630633db889b4dec436bc71"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM18","Te Ia Data Dm18","custom","complete","930, 85, -381","/tp @s 930 85 -381","derived bounds center","true","bounds","x[908…952] y[70…100] z[-400…-362]","","wft_d126030c12c4149b6e5f5883"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM40","Te Ia Data Dm40","custom","complete","836, 76, -338","/tp @s 836 76 -338","derived bounds center","true","bounds","x[814…858] y[63…89] z[-357…-319]","","wft_a038aeeb8851c20fceba9415"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM42","Te Ia Data Dm42","custom","complete","930, 83, -338","/tp @s 930 83 -338","derived bounds center","true","bounds","x[908…952] y[68…98] z[-357…-319]","","wft_d7e770d4bbcc6e1d7c82938d"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM43","Te Ia Data Dm43","custom","complete","836, 77, -295","/tp @s 836 77 -295","derived bounds center","true","bounds","x[814…858] y[63…91] z[-314…-276]","","wft_6ecfdd9c6ac7cea1c2b88f5e"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM44","Te Ia Data Dm44","custom","complete","883, 72, -295","/tp @s 883 72 -295","derived bounds center","true","bounds","x[861…905] y[56…87] z[-314…-276]","","wft_17389110cd84d7d7777c26f4"
"Route / station infrastructure","Town Expansion R1","TE-IA-DATA-DM45","Te Ia Data Dm45","custom","complete","930, 76, -295","/tp @s 930 76 -295","derived bounds center","true","bounds","x[908…952] y[61…90] z[-314…-276]","","wft_c4655582034ce96ab4fc7108"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE","Te Ia District Google","custom","complete","1205, 78, -511","/tp @s 1205 78 -511","derived bounds center","true","bounds","x[1155…1255] y[64…92] z[-550…-472]","","wft_77a5d468f3036f8af1810f22"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE-MODULAR_UTILITY_BUILDING_A","Te Ia District Google Modular Utility Building A","custom","complete","1170, 77, -486","/tp @s 1170 77 -486","derived bounds center","true","bounds","x[1159…1181] y[68…86] z[-493…-479]","","wft_69a7a3fc954849745197935b"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE-MODULAR_UTILITY_BUILDING_B","Te Ia District Google Modular Utility Building B","custom","complete","1196, 76, -486","/tp @s 1196 76 -486","derived bounds center","true","bounds","x[1185…1207] y[67…85] z[-493…-479]","","wft_d995d63db209ed70265371e6"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE-REPAIR_STAGING_BUILDING","Te Ia District Google Repair Staging Building","custom","complete","1244, 77, -486","/tp @s 1244 77 -486","derived bounds center","true","bounds","x[1237…1251] y[68…85] z[-493…-479]","","wft_0ebb7eb09f0e592870608c4a"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE-SUBSTATION","Te Ia District Google Substation","custom","complete","1247, 70, -532","/tp @s 1247 70 -532","derived bounds center","true","bounds","x[1241…1253] y[64…75] z[-544…-520]","","wft_ff13615a7623bc8ee65c4f3a"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-GOOGLE-VISITOR_OPERATIONS_BUILDING","Te Ia District Google Visitor Operations Building","custom","complete","1222, 76, -486","/tp @s 1222 76 -486","derived bounds center","true","bounds","x[1211…1233] y[66…85] z[-493…-479]","","wft_38cff0bfaeb13445958a09e7"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-LIGHTEDGE-EDGEBCC","Te Ia District Lightedge Edgebcc","custom","complete","1083, ~, -338","/tp @s 1083 ~ -338","derived bounds center","true","bounds","x[1040…1126] y[64…117] z[-380…-297]","","wft_5d7e2cd189365a3ca3425ba7"
"Route / station infrastructure","Town Expansion R1","TE-IA-DISTRICT-LIGHTEDGE-EDGEBCC-RECOVERY_ADMIN_BUILDING","Te Ia District Lightedge Edgebcc Recovery Admin Building","custom","complete","1087, 97, -315","/tp @s 1087 97 -315","derived bounds center","true","bounds","x[1073…1101] y[82…111] z[-324…-306]","","wft_cd7f5ed83c09bb741c5bb65c"
